course_url,course_name,learning_product_type,course_provided_by,course_rating,course_rated_by,enrolled_student_count,course_difficulty,skills,description,percentage_of_new_career_starts,percentage_of_pay_increase_or_promotion,estimated_time_to_complete,instructors,platform
https://www.coursera.org/learn/transmedia-storytelling,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",COURSE,UNSW Sydney (The University of New South Wales),4.8,376.0,46000.0,Mixed,['Missing'],"Transmedia storytelling is the practice of designing, sharing, and participating in a cohesive story experience across multiple traditional and digital delivery platforms - for entertainment, advertising and marketing, or social change. Have you ever read a book, seen a movie, watched a television show, or played a game that centred around different aspects of a larger story or universe? You may be familiar with popular examples of such universes like Star Wars, Marvel, and The Walking Dead (to name a few). 

How do the professionals develop such expansive narratives? How do they ensure that each element stays true to the original story? How do they innovatively use different technologies to share the stories, grow audiences and create an active and involved community of fans? 

More and more, we are also engaging with elements or franchises of larger and more complex stories across a much more diverse range of platforms like interactive web experiences, social media communities, mobile devices, theme parks, and even augmented and virtual reality. A major challenge that current and future storytellers face is being able to engage different audiences in a story that is seamlessly told across all of these different platforms.


WHAT WILL I LEARN?
This course  will help you to design a strategy for developing and telling your own transmedia story. You will learn about what it takes to:
• Shape your ideas into compelling and well structured narratives and complex story worlds
• Identify, understand, and engage different audiences in your stories
• Create cohesive user experiences across different platforms
• Evaluate existing and emerging technologies to share your story with the world, and help your audience participate in the larger storyworld you create

The course provides you with a unique, authentic, and industry relevant learning opportunity. You will have access to current theory, industry examples and advice and undertake learning activities that will equip you with the tools you need to start developing your own ideas.


WHO WILL MY INSTRUCTORS BE?
You will learn effective transmedia design strategies from leading UNSW Australia Art & Design academics. You will also examine case studies that demonstrate how amazing ideas, technology and audience contributions can be brought together to create dynamic storyworlds. You'll see examples of major, successful transmedia storytelling projects involving movies, digital entertainment, gaming, virtual reality and more. In collaboration with our industry partner X Media Lab, the course will give you inside access to the personal stories, insight and advice of the following innovative transmedia storytelling professionals from Hollywood USA, Canada and Australia. 

• Susan Bonds, 42 Entertainment, Los Angeles, USA
• Flint Dille, Screenwriter, Game Designer and Novelist, Los Angeles, USA
• Cindi Drennan, Illuminart, Australia
• Tom Ellard, UNSW Art & Design, Sydney, Australia
• Catherine Fargher, Dr Egg Digital, Sydney, Australia
• Hal Hefner, 3AM Creative, USA
• Brian Seth Hurst, StoryTech,  Los Angeles, USA
• Henry Jenkins, School for Communication and Journalism, University of Southern California, USA
• Mikey Leung, Digital Storytellers, Sydney, Australia
• Alex Lieu, 42 Entertainment, Los Angeles, USA
• Geoffrey Long, Annenberg Innovation Lab, University of Southern California, USA
• John McGhee, UNSW Art & Design, Sydney, Australia
• Joseph Narai, Transmedia Entertainment, Sydney, Australia
• Jeff Nicholas, The Uprising Creative, Los Angeles, USA
• Sergio Paez, Graphic Artist working in animation, TV, video games, and film. Co Founder, StoryboardArt, California, USA
• Steve Peters, No Mimes Media, Los Angeles, USA
• Stuart Samuels, Stuart Samuels Productions, Toronto, Canada
• Charles Santoso, Concept Artist, Sydney, Australia 
• Seth Shapiro, New Amsterdam Media, Los Angeles, USA
• Scott Snibbe, Eyegroove, San Francisco, USA
• Tracey Taylor, The Pulse, Sydney, Australia
• Robert Tercek, Public Speaker, Digital Media Strategist, and Executive Leader for Creative Ventures and Business Innovation, • University of Southern California, USA
• Kevin Williams, Founder & Director of KWP Ltd and DNA Association, UK
• Brent Young, Super 78, Los Angeles, USA
• Maya Zuckerman, Transmedia SF, San Francisco, USA

COURSE CONTENT DEVELOPMENT
Karin Watson, Iman Irannejad, and Dr. Simon McIntyre.",,,25 hours,"['Associate Professor Simon McIntyre', 'Dr Ollie Bown', 'Emma Robertson', 'Dr Geoge Khut', 'Dr Jeffrey Koh']",Coursera
https://www.coursera.org/learn/international-security-management,International Security Management,COURSE,Erasmus University Rotterdam,4.6,119.0,2500.0,Beginner,['Missing'],"In this MOOC you will learn about the colorful and diverse international security landscape, and gain insights into challenging topics including Open Source Intelligence, serious organised crime and illicit trade. You will also meet stakeholders from different sectors and backgrounds. We recorded our videos at different locations in Europe to also give you an insight into the original environment of our contributing experts. You will realize that the style and focus of the various presentations will differ from one week to the other. We feel that this is a big asset! And yes, we also have men in suits and uniforms...",,,9 hours,"['Dominique Lapprand', 'Anthony Thompson', 'Bernat Vivolas Jordà', 'Lola Valles', 'Gabriele Jacobs', 'Milton Sousa', 'Fabio Bisogni', 'Jonathan Saunders', 'Alice Raven']",Coursera
https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,Introducción a Data Science: Programación Estadística con R,COURSE,Universidad Nacional Autónoma de México,4.7,4838.0,140000.0,Beginner,"['Graphics', 'R Programming', 'Rstudio', 'Exploratory Data Analysis']","Este curso te proporcionará las bases del lenguaje de programación estadística R, la lengua franca de la estadística, el cual te permitirá escribir programas que lean, manipulen y analicen datos cuantitativos. Te explicaremos la instalación del lenguaje; también verás una introducción a los sistemas base de gráficos y al paquete para graficar ggplot2, para visualizar estos datos. Además también abordarás la utilización de uno de los IDEs más populares entre la comunidad de usuarios de R, llamado RStudio.Objetivo

Al término del curso:

Utilizarás el lenguaje de programación R con el fin de manipular datos, generar análisis estadísticos y representación gráfica, a través del procesamiento de datos cuantitativos.

Forma de trabajo

Este curso busca introducirte en el lenguaje de programación estadística R, un lenguaje computacional diseñado para el análisis estadístico de datos. Este curso está dirigido a estudiantes y profesionales que tienen interés en poder utilizar esta herramienta, para leer, manipular, analizar y graficar datos. 

Utilizarás un IDE (Ambiente de Desarrollo Integrado) muy popular para trabajar con el lenguaje R, llamado RStudio, que se ha vuelto el IDE de facto para programar en R.

En cada módulo encontrarás videos que te guiarán en la instalación de las herramientas a utilizar, así como explicaciones de las operaciones básicas y los elementos específicos que ofrecen un manejo más profundo del lenguaje. También hallarás algunas referencias bibliográficas para ahondar en el tema que sea de tu interés.

Para complementar las lecciones, realizarás prácticas con el lenguaje, las cuales tendrán valor para la evaluación.",,,47 hours,['Carlos Ernesto López Natarén'],Coursera
https://www.coursera.org/learn/gcp-infrastructure-scaling-automation,Elastic Google Cloud Infrastructure: Scaling and Automation,COURSE,Google Cloud,4.7,6591.0,59000.0,Intermediate,"['Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling']","This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including securely interconnecting networks, load balancing, autoscaling, infrastructure automation and managed services.Prerequisites: 
To get the most out of this course, participants should have:
• Completed Google Cloud Fundamentals: Core Infrastructure or have equivalent experience
• Completed Essential Google Cloud Infrastructure: Foundation or have equivalent experience
• Completed Essential Google Cloud Infrastructure: Core Services or have equivalent experience
• Basic proficiency with command-line tools and Linux operating system environments
• Systems Operations experience including deploying and managing applications, either on-premises or in a public cloud environment

>>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",,,7 hours,['Google Cloud Training'],Coursera
https://www.coursera.org/learn/norms,"Social Norms, Social Change I",COURSE,Unicef,4.6,1397.0,79000.0,Beginner,"['Education', 'Social Psychology', 'Research Methods', 'Qualitative Research']","This is a course on social norms, the rules that glue societies together. It teaches how to diagnose social norms, and how to distinguish them from other social constructs, like customs or conventions. These distinctions are crucial for effective policy interventions aimed to create new, beneficial norms or eliminate harmful ones. The course teaches how to measure social norms and the expectations that support them, and how to decide whether they cause specific behaviors.  The course is a joint Penn-UNICEF project, and it includes many examples of norms that sustain behaviors like child marriage, gender violence and sanitation practices. This is Part 1 of the Social Norms, Social Change series. In these lectures, I introduce all the basic concepts and definitions, such as social expectations and conditional preferences, that help us distinguish between different types of social practices like customs, descriptive norms and social norms. Expectations and preferences can be measured, and these lectures explain how to measure them. Measurement is crucial to understanding the nature of the practice you are facing, as well as whether an intervention was or was not successful, and why. In Part 2, we will put into practice all we have learned in Part 1.

New!  Please use this link for a 30% discount on the recommended book that accompanies this course!
https://global.oup.com/academic/product/9780190622053/?cc=us&lang=en&promocode=AAFLYG6",,,10 hours,['Cristina Bicchieri'],Coursera
https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,Troubles du spectre de l'autisme : diagnostic,COURSE,University of Geneva,4.9,171.0,5700.0,Intermediate,['Missing'],"Qu’est-ce que l’autisme ?Comment reconnaître l’autisme ?
Peut-on observer des signes d’autisme chez les bébés ? 

Ces questions vous interpellent ? C’est pourquoi nous avons créé ce MOOC qui réunit des experts du Trouble du Spectre de l’Autisme (TSA) et se base sur des faits scientifiquement prouvés. 

Dans ce cours en ligne et gratuit, vous allez comprendre comment se pose un diagnostic de TSA, avec quels outils, et sur la base de quelles observations. Vous apprendrez également à reconnaître les différents signes indicateurs d’un TSA chez les enfants, les adultes, mais aussi chez les bébés. Nous aborderons également ensemble les différentes étapes à suivre lorsqu’on annonce un diagnostic de TSA à une personne ou une famille.

À l’aide d’extraits vidéo, nous vous illustrerons les symptômes de l’autisme et l’utilisation de différents outils. Vous aurez également l’occasion d’entendre les témoignages de parents d’enfants avec un TSA qui racontent leurs premières inquiétudes et leur parcours diagnostique.

Que vous soyez un professionnel tel que médecin, psychologue, éducateur/trice, aide à la petite enfance ou proche aidant, vous trouverez les réponses à de nombreuses questions dans ce MOOC.",,,27 hours,"['Aurélie Bochet', 'Martin Debbané', 'Stephan Eliez', 'Martina Franchini', 'Marie Schaer', 'Maude Schneider', 'Hilary Wood de Wilde']",Coursera
https://www.coursera.org/learn/art-activity,Art & Activity: Interactive Strategies for Engaging with Art,COURSE,The Museum of Modern Art,4.8,887.0,80000.0,Mixed,['Missing'],"Art can be a powerful catalyst for building skills and understanding a range of subjects. Intended for primary and secondary teachers of all disciplines, Art & Activity builds upon the inquiry-based approaches of Art and Inquiry: Museum Teaching Strategies for Your Classroom, while delving into activity-based strategies that will make your students empowered participants.",,,6 hours,"['Jessica Baldenhofer', 'Lisa Mazzola', 'Stephanie Pau']",Coursera
https://www.coursera.org/learn/ideas,Art & Ideas: Teaching with Themes,COURSE,The Museum of Modern Art,4.8,262.0,31000.0,Mixed,['Missing'],"This course is designed to help build critical skills that support theme-based teaching practices and build confidence in  incorporating modern and contemporary art into interdisciplinary lesson plans.  By addressing themes and questions that arise in relation to modern and contemporary art, the course will help you to think creatively about links to your curriculum and the ways that you can tap into students’ knowledge and life experience. In this course, you will explore four themes that educators at The Museum of Modern Art use frequently in their teaching: Places & Spaces, Art & Identity, Transforming Everyday Objects, and Art & Society. Through videos, slideshows, and a variety of resources, readings, and activities, you will explore the content and context of works of art in MoMA’s collection.

Learners will…
- Explore works of modern and contemporary art through a variety of themes that relate to  classroom content and student experience.
- Hear directly from artists about their ideas and processes.
- Learn about the ways that a thematic approach supports interdisciplinary teaching and learning. 
- Gain exposure to a range of digital resources available for teaching with themes and incorporating content around works of art into your classroom.",,,8 hours,['Lisa Mazzola'],Coursera
https://www.coursera.org/specializations/healthcare-organization-operations,Healthcare Organization Operations,SPECIALIZATION,Rutgers the State University of New Jersey,4.5,138.0,6000.0,Beginner,"['Pharmacy Healthcare Organization Operations', 'Public Health and Wellness Healthcare Organization Operations', 'Medical Healthcare Organization Operations', 'Healthcare Administration', 'Dental Healthcare Organization Operations']","The healthcare tetralogy specialization is intended for anyone interested in healthcare organization as practiced in the United States. A range of healthcare organizations are discussed (e.g., medical, dental, pharmaceutical, and public health). The specialization is particularly useful to anyone working in the healthcare industry who either has: 1) a developing interest in the issues important to the administration of healthcare organization operations; or 2) some expertise, but wishes an overview or refresher of the issues. However, those who do not work in the healthcare industry, but who interact with healthcare organizations of any type as patients/consumers will also find the specialization informative. Through the four courses in the specialization, you will cover many aspects of healthcare organization operations including the relationship between healthcare organizations and the health system as well as health care delivery, business process management, and quality improvement within healthcare organizations. Upon completion of the specialization, those who interact with healthcare organizations as patients/consumers will have a better understanding of the issues involved in the effective administration of healthcare organizations and operations. Those working in the healthcare industry, upon completion of the specialization, will be better able to contribute to the effective administration of the healthcare organization’s operations.",,,4 months,"['Margaret Kilduff', ' Ph.D.']",Coursera
https://www.coursera.org/learn/java-programming,Java Programming: Solving Problems with Software,COURSE,Duke University,4.6,4085.0,170000.0,Beginner,"['Algorithms', 'Problem Solving', 'String (Computer Science)', 'Java Programming']","Learn to code in Java and improve your programming and problem-solving skills. You will learn to design algorithms as well as develop and debug programs. Using custom open-source classes, you will write programs that access and transform images, websites, and other types of data. At the end of the course you will build a program that determines the popularity of different baby names in the US over time by analyzing comma separated value (CSV) files. After completing this course you will be able to:
1. Edit, compile, and run a Java program;
2. Use conditionals and loops in a Java program;
3. Use Java API documentation in writing programs. 
4. Debug a Java program using the scientific method;
5. Write a Java method to solve a specific problem;
6. Develop a set of test cases as part of developing a program;
7. Create a class with multiple methods that work together to solve a problem; and
8. Use divide-and-conquer design techniques for a program that uses multiple methods.",,,14 hours,"['Owen Astrachan', 'Robert Duvall', 'Andrew D. Hilton', 'Susan H. Rodger']",Coursera
https://www.coursera.org/specializations/conflict-management,Conflict Management,SPECIALIZATION,"University of California, Irvine",4.3,1099.0,66000.0,Beginner,"['Active Listening', 'Communication', 'Management', 'Cross-Cultural Communication', 'Assertiveness', 'Collaboration']","Master the fundamentals of conflict resolution, harness the power of positive conflict, and hone your intercultural communication skills. In this Specialization, you’ll learn to strengthen your personal and professional relationships by constructively addressing conflicts between individuals and within organizations. You’ll build skills specifically aimed at managing intercultural conflicts in today’s global society, and you’ll explore how competing interests and goals, power imbalances, and other factors influence the nature of conflict and management strategies. In the final Capstone Project, you’ll analyze a specific conflict and outline an approach to management and resolution.",75.0,20.0,4 months,"['Najla DeBow', 'Amit Kothari']",Coursera
https://www.coursera.org/learn/bioinformatics,Biology Meets Programming: Bioinformatics for Beginners,COURSE,University of California San Diego,4.4,890.0,89000.0,Beginner,"['Bioinformatics', 'Bioinformatics Algorithms', 'Biology', 'Python Programming']","Are you interested in learning how to program (in Python) within a scientific setting?This course will cover algorithms for solving various biological problems along with a handful of programming challenges helping you implement these algorithms in Python.  It offers a gently-paced introduction to our Bioinformatics Specialization (https://www.coursera.org/specializations/bioinformatics), preparing learners to take the first course in the Specialization, ""Finding Hidden Messages in DNA"" (https://www.coursera.org/learn/dna-analysis).

Each of the four weeks in the course will consist of two required components.  First, an interactive textbook provides Python programming challenges that arise from real biological problems.  If you haven't programmed in Python before, not to worry! We provide ""Just-in-Time"" exercises from the Codecademy Python track (https://www.codecademy.com/learn/python). And each page in our interactive textbook has its own discussion forum, where you can interact with other learners. Second, each week will culminate in a summary quiz.

Lecture videos are also provided that accompany the material, but these videos are optional.",,,19 hours,"['Pavel  Pevzner', 'Phillip Compeau']",Coursera
https://www.coursera.org/specializations/embedding-sensors-motors,Embedding Sensors and Motors,SPECIALIZATION,University of Colorado Boulder,4.6,601.0,24000.0,Intermediate,"['sensor integration', 'firmware', 'motor design', 'embedded engineering', 'hardware', 'Analog hardware', 'Pressure and force sensors', 'Sensor architecture', 'PSoc Programming', 'Circuit Design', 'Sensor manufacturing', 'PID control']","The courses in this specialization can also be taken for academic credit as ECEA 5340-5343, part of CU Boulder’s Master of Science in Electrical Engineering degree. Enroll here.

Embedding Sensors and Motors will introduce you to the design of sensors and motors, and to methods that integrate them into embedded systems used in consumer and industrial products. You will gain hands-on experience with the technologies by building systems that take sensor or motor inputs, and then filter and evaluate the resulting data. You will learn about hardware components and firmware algorithms needed to configure and run sensors and motors in embedded solutions.",,,5 months,"['James Zweighaft', 'Jay Mendelson']",Coursera
https://www.coursera.org/specializations/american-english-pronunciation,The Pronunciation of American English,SPECIALIZATION,"University of California, Irvine",4.7,15.0,2600.0,Beginner,"['English Language', 'Pronunciation']","This specialization is intended for anyone who wants to achieve clearer, more understandable pronunciation of American English to help them communicate more easily and effectively. Through these four courses, you will learn about and practice consonant and vowel sounds, along with aspects of the “music” of English, including word stress, intonation, and connected speech. Clearer pronunciation leads to success in business, education, or any field where English is required.",,,4 months,"['Helen Nam', 'Marla Yoshida', 'Meg Parker', 'Emily Wong']",Coursera
https://www.coursera.org/learn/investment-management,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,COURSE,HEC Paris,4.6,514.0,31000.0,Intermediate,"['Investment Management', 'Portfolio Theories', 'Financial Markets', 'Asset Management']","Have you ever wanted to invest in financial markets, but were always afraid that you didn’t have the proper tools or knowledge to make informed decisions? Have you ever wondered how investment management companies operate and what fund managers do? AXA Investment Managers, in partnership with HEC Paris, will introduce you to the most important ideas and concepts in investment management, to help you better understand your financial future.This course will enable you to:
•	Define what type of investor you are, your investment objectives, and potential constraints. 
•	Identify the main investable assets and important players in financial markets. 
•	Understand basic portfolio management techniques. 
•	Apply these techniques in real case studies from the outset, through practical assessments. 

Finally, we will provide a comprehensive overview of today's asset management industry: the product cycles, professionals, and regulations. For those who want to identify a talented fund manager to invest for you, we offer important criteria for selecting one. For those who are interested in learning more about this fascinating industry, we lay the foundation for your ongoing financial journey. Join us now to explore the world of investment management! 

Course Specialists
The course has been developed in collaboration between HEC Paris, with Hugues Langlois managing the academic aspect, and AXA Investment Managers specialists, sharing their experiences and expertise and coordinated by Marion Le Morhedec. AXA Investment Managers participants include Maxime Alimi, Stephanie Condra, Nicholas Jeans, Elodie Laugel, Pierre-François de Mont-Serrat, Jean-Gabriel Pierre (AXA Group), Dorothée Sauloup, Irina Topa-Serry, Fiona Southall, Patrice Viot Coster, Susanna Warner, and Joachim Weitgasser.

Recommended Background
We expect most participants to have a basic level of knowledge in mathematics and economics. However this is not essential, and we believe that people from any background can succeed with commitment and a strong interest.
Be aware that in the case study, you will have to use Excel.

Course Format 
This course will run for 4 weeks and consists of 4 modules, each with a series of lecture videos between 5 to 8 minutes long. Each module contains a set of practice and graded quiz questions. A complete portfolio management exercise covers concepts learned in all modules

Language
The course is in English, with Spanish, Italian, German, French, and Chinese (Simplified) subtitles.

The Project
The preparation of this MOOC has been an exciting adventure for many professionals at AXA Investment Managers and HEC, both for the speakers and a wealth of contributors. Thank you to all of them.
We hope you enjoy this course as much as we enjoyed creating it!",,,14 hours,"['Hugues Langlois', 'Marion Le Morhedec']",Coursera
https://www.coursera.org/specializations/climate-change-and-health,Climate Change and Health: From Science to Action,SPECIALIZATION,Yale University,4.7,157.0,5600.0,Beginner,"['Health Communication', 'Health Equity', 'Problem Solving', 'Climate Adaptation Planning', 'Climate Science', 'Infectious Diseases', 'Population Health', 'Epidemiology', 'Adaptation action planning', 'Readiness asessments', 'Climate exposure prioritization', 'Climate and health data navigation']","Climate change is arguably the greatest public health threat we face. To address it successfully, health and environmental professionals, advocates, and others need to acquire new skills and a deeper understanding of its challenges and solutions. This specialization is for those who wish to understand the impact of climate change on health and are committed to protecting the health of populations using the knowledge and skills they will acquire.",,,3 months,"['Robert Dubrow', 'Kathryn Conlon', 'Connie Roser-Renouf']",Coursera
https://www.coursera.org/specializations/plant-bioinformatic-methods,Plant Bioinformatic Methods,SPECIALIZATION,University of Toronto,4.7,1114.0,84000.0,Beginner,"['Genetic Analysis', 'Bioinformatics Analysis', 'Evolution', 'Comparative Genomics']","The past 15 years have been exciting ones in plant biology. Hundreds of plant genomes have been sequenced, RNA-seq has enabled transcriptome-wide expression profiling, and a proliferation of ""-seq""-based methods has permitted protein-protein and protein-DNA interactions to be determined cheaply and in a high-throughput manner. These data sets in turn allow us to generate hypotheses at the click of a mouse or tap of a finger.The Plant Bioinformatics Specialization on Coursera introduces core bioinformatic competencies and resources, such as NCBI's Genbank, Blast, multiple sequence alignments, phylogenetics in Bioinformatic Methods I, followed by protein-protein interaction, structural bioinformatics and RNA-seq analysis in Bioinformatic Methods II. In Plant Bioinformatics we cover 33 plant-specific online tools from genome browsers to transcriptomic data mining to promoter/network analyses and others. Last, a Plant Bioinformatics Capstone uses these tools to hypothesize a biological role for a gene of unknown function, summarized in a written lab report.This specialization is useful to any modern plant molecular biologist wanting to get a feeling for the incredible scope of data available to researchers. A small amount of R programming is introduced in Bioinformatic Methods II, but most of the tools are web applications. It is recommended that you have access to a laptop or desktop computer for running these as they may not work as mobile applications on your phone or tablet.",33.0,17.0,8 months,['Nicholas James Provart'],Coursera
https://www.coursera.org/specializations/healthcare-marketplace,Healthcare Marketplace,SPECIALIZATION,University of Minnesota,4.4,752.0,37000.0,Beginner,"['Medical Device', 'Cost–Benefit Analysis', 'Healthcare Delivery Systems', 'Evaluation', 'Health Insurance', 'Healthcare Management', 'Insurance', 'Healthcare Marketing']","The first course, Healthcare Marketplace Overview, covers all of the major sub-sectors of the healthcare industry including the physician, hospital, insurer and medical technology markets, including a historical perspective. The second course, Healthcare Delivery Providers, takes an in-depth look at the system of healthcare delivery and the transformations occurring to improve the health of populations and communities. The third course,Pharmaceutical and Medical Device Innovations, gives the learner an in-depth view of the intellectual property creation that is vital to creating breakthrough technologies. The fourth course, Medical Technology and Evaluation, explains how cost-effectiveness analysis is used in the healthcare market to put a monetary value on a life saved through a new innovation.

The Capstone brings together key skills engendered from the four courses to create an original medical innovation valuation. The first course teaches the learner to size a population or market. The second course explores whether the healthcare delivery system and the clinicians will or will not find value from deploying a new innovation. The third course identifies the competitive landscape of medical technology innovations to compete or complement. The fourth course teaches how to put a monetary value on the improvement in health resulting from a new innovation. In this way, the suite of four courses supports the capstone experience.",20.0,10.0,6 months,"['Stephen T Parente', 'Dr. Rahul Koranne', 'Eric Barrette']",Coursera
https://www.coursera.org/specializations/fintech,FinTech: Finance Industry Transformation and Regulation,SPECIALIZATION,The Hong Kong University of Science and Technology,4.6,287.0,14000.0,Beginner,"['Cryptocurrency', 'Financial Technology', 'fintech disruption', 'Blockchain']","Objective

This Specialization is intended for finance professional who are seeking to develop skills and understanding of FinTech. Through these four courses, you will cover FinTech foundations and overview, FinTech security and regulation (RegTech), FinTech risk management and FinTech disruptive innovation: implications to society, which will prepare you to become more confident and persuasive in your ability to analyze and make decisions regarding how to react to these changes.

Key Benefits

You will earn a FinTech specialization certificate offered by the HKUST and Coursera after completing all four courses. You can add to your resume and Linkedin profile which can benefit to your career in finance industry. Also you will gain knowledge and insights in FinTech for your current and future career development in Finance industry.

Who is this Specialization for?

Everyone who is interested in FinTech and wants to learn more is welcome and will benefit from this course, and is useful for finance executives, government officers, entrepreneurs, consumers and investors of FinTech.

To know more...

Find out more and watch the FinTech specialization promotional video on Youtube.

https://youtu.be/MmqNLp4iuZE",,,5 months,"[' Theodore Henry King CLARK', 'Garvin Percy DIAS']",Coursera
https://www.coursera.org/learn/international-law-in-action,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,COURSE,Universiteit Leiden,4.8,838.0,37000.0,Mixed,"['Justice', 'Criminal Justice', 'International Law', 'Arbitration']","International Law in Action explains the functions of each international court and tribunal present in The Hague, and it looks at how these institutions address contemporary problems. On the basis of selected cases, and through interviews with judges and lawyers, you will explore the role of these courts and tribunals and their potential to contribute to global justice. The first module of the course will investigate how judicial settlement is different from other more political forms of dispute settlement, such as negotiation and mediation. It offers a brief historical overview and introduces the judicial and arbitral bodies based in The Hague. In the remaining modules you will learn about the functions of these courts and tribunals, and some of the challenges and prospects that they face. Three cross-cutting themes tie together all of these modules: (i) The interaction between law and politics; (ii) The continuing role of State consent; and (iii) The ability of international courts and tribunals to protect the public interest and global values.

This course offers you an opportunity to gain a better insight into the functions and features of the courts and tribunals present in The Hague. You will gain a familiarity with each court or tribunal. You will develop realistic expectations of their capacity to address contemporary problems and an awareness of their limitations. You will also be able to discuss some of their most prominent cases. 

If you would like to have a better understanding of international law in action in The Hague, this is definitely the course for you!

This course is free to join and to participate in. There is the possibility to get a verified certificate for the course, which is a paid option. If you want a certificate, but are unable to pay for it, you can request financial aid via Coursera",,,18 hours,"['Larissa van den Herik', 'Cecily Rose', 'Yannick Radi']",Coursera
https://www.coursera.org/learn/fe-exam,Fundamentals of Engineering Exam Review,COURSE,Georgia Institute of Technology,4.7,392.0,50000.0,Mixed,['Missing'],"The purpose of this course is to review the material covered in the Fundamentals of Engineering (FE) exam to enable the student to pass it.  It will be presented in modules corresponding to the FE topics, particularly those in Civil and Mechanical Engineering.  Each module will review main concepts, illustrate them with examples, and provide extensive practice problems.",,,22 hours,['Dr. Philip Roberts'],Coursera
https://www.coursera.org/specializations/foundations-public-health-practice,Foundations of Public Health Practice,SPECIALIZATION,Imperial College London,4.8,64.0,3800.0,Beginner,['Missing'],"This specialisation will enable you to reflect on and cultivate the behaviours you require to become an effective public health professional –whether as an academic, practitioner, clinician, manager or leader.The specialisation is shaped into four courses covering the origins of public health, health improvement, behaviour change, and health protection. The specialisation will draw upon learning from the Statistics for Public Health and Epidemiology for Public Health specialisations, and builds the foundations of public health knowledge.

By the end of this specialisation, you will be able to:

1.Use the principles which underpin public health as a discipline in order to articulate public health objectives;

2.Critically analyse public health challenges using data and health intelligence in order to characterise need and prioritise actions for key stakeholders

3.Devise effective interventions using behaviour change theory and other public health approaches in order to improve population health outcomes;

4.Assess both operational and strategic health protection threats in order to recommend appropriate management actions to relevant parties;

5.Reflect upon one's own professional skills, attitudes, and behaviours in order to improve leadership capability and personal effectiveness in public healthpractice;

6.Apply appropriate health protection, health improvement and disease prevention interventions in order to improve public health programmes.",,,4 months,['Dr Richard J Pinder'],Coursera
https://www.coursera.org/learn/infographic-design,Design and Make Infographics (Project-Centered Course),COURSE,Michigan State University,4.7,640.0,99000.0,Mixed,"['Infographics', 'Illustration', 'Communication Design', 'Graphic Design']","In this project-centered course*, you will create a content-rich infographic on a topic of your choice using Adobe Illustrator (which you can download for a free, 30-day trial). You might choose to create a visual representation of data from the world of sports, entertainment, politics, or science, to explain a business trend or environmental issue, or even to present a theme or development from your personal life. Your finished infographic will engage your target audience and convey information clearly through effective use of design elements such as typography, color, and structure.Whether you’re a graphic designer, a writer or the intern in the department, you’ll learn: 
• what an infographic is and what makes a good one
• how to work within your limits
• how to work with a team (if you have one) 
• why infographics are effective 
• techniques for spotting data in stories
• six valuable steps for planning an effective infographic 
• how to use and make some of the building blocks of infographics: maps, charts and flow charts 
• ways data can be visualized to clarify it and give it meaning 
• how to effectively design a good infographic by effectively using elements like type, color and an underlying grid structure
• some free or cheap, online tools for making various kinds of infographics

As you work on your project, you’ll learn more about why infographics are effective, what makes a good infographic, and how to plan and design an infographic for maximum impact. You’ll explore various approaches to data visualization, and you’ll practice creating visualizations like maps, charts, flow charts, and simple drawings in your free version of Adobe Illustrator. Please note that if you are new to learning graphics software, making these graphics could take much longer than estimated as you learn and grow.

What you’ll need to get started:
This project-based course is aimed at anyone interested in understanding, designing, and using infographics - from students and hobbyists to professional graphic designers. 

We’ll use Adobe Illustrator for some components of the project. If you don’t have access to the full version of Illustrator,you can download a free version at www.Adobe.com/Illustrator. If the free 30-day trial runs out, you can ""purchase"" it for a month for about $20.  

*About Project-Centered Courses: Project centered courses are designed specifically to help you complete a personally meaningful real-world project, with your instructor and a community of like-minded learners providing guidance and suggestions along the way. By actively applying new concepts as you learn, you’ll master the course content more efficiently; you’ll also get a head start on using the skills you gain to make positive changes in your life and career. When you complete the course, you’ll have a finished project that you’ll be proud to use and share. When you enroll in certain courses, you’ll be asked to pay a small fee to share your work with others for peer review.",,,14 hours,['Karl Gude'],Coursera
